GID;"COD_CIRCUITO";"MUNICIPIO";"VERTICES"
2147;"C_DU_RM_CL_102      ";"C ";"POLYGON ((574655.8889492606 6138979.222592162, 574762.159762891 6138928.884162396, 574782.4959032852 6138919.241749794, 575412.360909857 6138988.48767365, 575335.1367917656 6139697.707663466, 575120.0280814997 6139677.221119632, 575093.3955745145 6139615.7614881275, 574362.0259596107 6139961.984078936, 574360.5313145391 6140074.582514762, 574327.7473501738 6140076.007904517, 574271.2068898915 6140099.289270516, 574235.4846253069 6139901.356500609, 574242.364109535 6139830.646931047, 574247.6840282063 6139793.056838606, 574249.3530318197 6139781.006918476, 574260.7356004204 6139756.125335666, 574274.859546303 6139725.261898366, 574317.9223092844 6139631.363915179, 574328.2038261001 6139588.46428128, 574557.752364003 6139400.64378345, 574636.4975591273 6139361.286818647, 574528.8689701707 6139134.938144928, 574491.8873595351 6139056.909749796, 574655.8889492606 6138979.222592162))"
2148;"C_DU_RM_CL_103      ";"C ";"POLYGON ((575299.4791978638 6139980.602502481, 575335.1367917656 6139697.707663466, 575412.360909857 6138988.48767365, 575767.3937041304 6139006.460292199, 576234.2093526146 6139059.855312726, 576153.8118516989 6140146.623028699, 575915.1724607724 6140134.731330906, 575925.8701562429 6140028.165139722, 575299.4791978638 6139980.602502481))"
2152;"C_DU_RM_CL_107      ";"C ";"POLYGON ((574736.3974096745 6139786.951984139, 574977.1549080078 6140356.802465806, 575138.2372630079 6140587.167554139, 575526.2645032495 6140603.581674492, 575514.1393413104 6141041.874200879, 574740.805773231 6140977.1204755, 574666.2807434634 6140757.157512221, 574464.4467874999 6140460.119977082, 574421.114439344 6140364.943662945, 574256.8982847361 6140371.817827556, 574284.5105276051 6140213.795580834, 574344.3768973156 6140236.126686997, 574327.7473501738 6140076.007904517, 574360.5313145391 6140074.582514762, 574362.0259596107 6139961.984078936, 574736.3974096745 6139786.951984139))"
2154;"C_DU_RM_CL_109      ";"C ";"POLYGON ((572119.064360478 6140535.2008008715, 572114.5773192288 6140500.201879128, 572142.0571854793 6140482.365111466, 572219.3061846937 6140432.809149705, 572454.4540816734 6140257.419912495, 572688.144450366 6140071.827977275, 572809.029963432 6139975.70076257, 573004.484715614 6139820.05052243, 573097.7098990312 6139711.81849037, 573126.809067728 6139677.96645829, 573292.818251883 6139692.49695431, 573409.620952463 6139501.44857427, 573673.1448798976 6139518.729560017, 573566.2210387808 6139721.095579873, 573471.8067044602 6140041.7163339285, 573632.7946286969 6140204.609440701, 573736.6270768732 6140229.376813661, 573712.3009934102 6140571.274336975, 573704.2389737724 6140688.52580468, 573682.3495316762 6140897.753733803, 573539.4948894938 6140883.747208445, 572911.4758450751 6140838.524789314, 572724.7060641692 6140780.108292313, 572283.7824572993 6140624.514294677, 572188.212247903 6140587.307148134, 572119.064360478 6140535.2008008715))"
2235;"F_DU_RM_CL_110      ";"F ";"POLYGON ((579613.1005296297 6144378.438135663, 579608.4311460205 6144349.903013608, 580019.074772043 6144139.751134164, 580055.6543316867 6144167.797052855, 580289.123512139 6144123.178498369, 580419.3474327911 6144108.132706739, 580476.4176769017 6144083.2293274915, 580993.1627963025 6143894.897521926, 581111.8186104168 6144212.114976041, 581014.4995687502 6144372.69139479, 580571.6979291668 6144542.999717707, 580766.6607094754 6144676.513597105, 581161.8207582694 6144529.500663698, 581389.1778791668 6144562.46352604, 581428.1054958334 6144679.24637604, 581540.0223937501 6144752.235657291, 581632.4754833335 6144820.358986457, 581700.5988125001 6144942.007788541, 581754.1242854168 6145024.728973957, 581619.8311224856 6145228.554012782, 581354.0935955134 6145338.704283029, 581321.9664333576 6145295.103134388, 581171.8866901452 6144975.667350671, 580994.7283388306 6144848.994539887, 580668.4081632223 6145316.674228977, 580549.0787037874 6145236.356323589, 580469.5129354168 6145345.881811457, 580167.2007179029 6145140.585304742, 580153.1925670757 6145399.9955052445, 580020.1598282851 6145381.254199907, 579997.2312899719 6145234.710933297, 579961.3431430468 6145183.869391819, 579881.5917054353 6145109.600865544, 579829.7532709879 6145042.8090365445, 579782.4008549062 6144981.5001188805, 579674.2379676456 6144790.096668613, 579602.9601202804 6144611.652826958, 579583.9096562502 6144567.329478124, 579606.3558644167 6144494.653905489, 579617.2510928378 6144432.914277769, 579613.1005296297 6144378.438135663))"
2236;"F_DU_RM_CL_101      ";"F ";"POLYGON ((584578.201024715 6142464.99638735, 584578.201024715 6142469.86364181, 584612.2718059303 6142791.102436125, 584179.0861590495 6142231.368173302, 584274.255551947 6142125.417705681, 584131.3768067512 6141706.617325741, 584458.5484261849 6141666.238549924, 584376.7555213266 6141043.991261062, 584008.7322529728 6141063.227103061, 583565.8120971734 6140985.351031712, 583619.351896226 6141472.076477646, 583438.7254985198 6141493.852237784, 583376.6043049565 6140947.703411039, 582853.2332491851 6140830.708496493, 583035.4554169709 6141416.718422444, 582681.8822902729 6141490.228501493, 582600.6070620274 6141288.852299025, 582184.9127417661 6141386.6931788875, 582085.5188320648 6141117.501340113, 581904.8496941181 6141152.185673186, 581822.5391126466 6140928.549376357, 581467.9306327221 6141071.945798168, 581661.541685995 6141597.905237003, 581488.6376972436 6141662.097137019, 581270.1781665458 6141604.635032973, 581173.3726399096 6141924.559179825, 581083.2969092428 6141900.746055625, 580720.4056035101 6141614.988565234, 581215.0594925514 6140981.545636425, 581431.8535303613 6141032.060087052, 581532.8437364883 6141033.439462251, 581814.6444785397 6140904.699941936, 581991.9624186383 6140825.99485103, 582297.9988470504 6140761.08942624, 582485.2816072011 6140741.988308745, 582837.9850585681 6140750.5418183105, 583599.9670578666 6140918.757146881, 584032.9191081784 6140999.19464044, 584415.9383494038 6140981.9193458455, 584884.996566679 6140963.22652349, 585041.3679056541 6140971.099016633, 585240.75778847 6141046.579644129, 585292.5254497728 6141557.526461188, 585364.4824989836 6142153.372242785, 584973.1189795346 6142163.208098432, 585011.3866715957 6142460.12913289, 584578.201024715 6142464.99638735))"
2237;"F_DU_RM_CL_102      ";"F ";"POLYGON ((580720.4056035101 6141614.988565234, 581083.2969092428 6141900.746055625, 581173.3726399096 6141924.559179825, 581112.2867995723 6142167.349511336, 581027.3878350357 6142120.758616162, 580875.1909108055 6142317.993405727, 580698.3877149717 6142082.730981518, 580799.6101253036 6141935.430388699, 580310.9234026051 6141548.725958767, 580173.6711880787 6141534.895671931, 579794.2821428033 6141384.104795824, 579695.143474575 6141392.740833125, 579613.6130048565 6141058.486206228, 579521.2725249777 6141009.315859583, 579678.322581485 6140870.569595699, 579509.0423290248 6140676.440865813, 579540.4802646271 6140643.965687524, 579918.2005703687 6140653.859712838, 580191.6886612141 6140729.560798628, 580349.6189601808 6140780.584672731, 580704.401938785 6140838.68767538, 580798.619282873 6140879.32498741, 581006.7454075537 6140945.002131447, 581215.0594925514 6140981.545636425, 580720.4056035101 6141614.988565234))"
2126;"G_DU_RM_CL_111      ";"G ";"POLYGON ((569570.6294617893 6148712.502963866, 569469.9821741638 6148694.530233933, 569404.422242869 6148672.508038067, 569347.7676106187 6148690.935687946, 567978.2455897159 6150132.3486285815, 567773.3564684786 6150254.563192126, 567618.7909910538 6150333.643203832, 567816.4910203179 6149765.704937946, 567859.6255721573 6149470.952167043, 567669.1146348664 6149143.8484822605, 568036.4582261714 6148898.907745221, 568259.0760851844 6148266.741000543, 568280.1874525921 6148155.348335939, 569311.8221507525 6147594.599162026, 569581.1882555049 6148078.110600922, 569502.3330880435 6148536.370210522, 569635.3312895484 6148500.424750655, 569635.3312895484 6148543.559302495, 569588.6021917224 6148619.044768213, 569570.6294617893 6148712.502963866))"
2127;"G_DU_RM_CL_110      ";"G ";"POLYGON ((571326.1542959545 6146589.408086176, 571323.4494526081 6146679.208885276, 571272.0279067538 6147476.008137916, 570805.5359358581 6147823.342256794, 570772.8844211663 6147810.437559045, 570323.5360380184 6147921.872622651, 570326.0472100934 6147932.056820511, 569989.4294002386 6148026.758829724, 569928.4027610489 6148045.449385163, 569859.6840045663 6148127.052908487, 569779.0964319396 6148069.768353879, 569802.4253159036 6148040.607248925, 569711.0538537112 6147887.025429495, 569893.796778096 6147548.756612016, 570206.7926379465 6147169.662247601, 570338.989647076 6147340.740730003, 571326.1542959545 6146589.408086176))"
2187;"C_DU_RM_CL_110      ";"C ";"POLYGON ((575955.8172760011 6141824.504017711, 575314.3152370381 6142422.092887682, 575162.9767423389 6142113.613351237, 575034.394701505 6141850.41398032, 575204.606797663 6141765.13615624, 575405.4433793293 6141620.365818294, 575271.348141234 6141474.797190843, 575524.7605916704 6141163.746534194, 575485.3208157601 6141108.530847919, 575514.1393413104 6141041.874200879, 576114.0202251734 6141075.621535883, 576160.8982470903 6141107.576549498, 576546.7517603082 6141274.996574311, 576421.1011486391 6141387.97941314, 575955.8172760011 6141824.504017711))"
2190;"C_DU_RM_CL_115      ";"C ";"POLYGON ((572054.7335976232 6141954.698042332, 572009.4179802557 6141964.372162893, 572109.924298781 6141867.82860433, 572297.606154956 6141580.24095607, 572362.2282933621 6141504.215911187, 572842.992651464 6140938.67042747, 572911.4758450751 6140838.524789314, 573539.4948894938 6140883.747208445, 573612.8479487795 6141360.953575701, 573469.718508047 6141461.72943596, 573288.849771879 6141581.39410807, 573249.849899843 6141601.53545209, 572980.751851592 6141706.47753218, 572779.019729143 6141804.749173628, 572681.2601950469 6141840.899834674, 572371.948875025 6141892.00822036, 572054.7335976232 6141954.698042332))"
2191;"C_DU_RM_CL_114      ";"C ";"POLYGON ((574167.8199111536 6143596.910200206, 574135.4086013358 6143570.576010979, 574102.9972915181 6143576.65313157, 573947.0178630205 6143671.861354159, 573882.195243385 6143681.989888478, 573834.7717809583 6143679.491905608, 573722.595404283 6143524.48918188, 573676.16782024 6143420.72367778, 573654.319500219 6143292.38204566, 573648.9268333274 6143282.089216224, 573549.0358716351 6143145.808326975, 573472.5399547823 6143098.77046506, 573368.722251953 6143057.68393344, 573209.145323805 6143049.42703743, 573152.292939752 6142936.82594933, 573102.727723706 6142797.5897252, 572957.27617157 6142724.32783713, 572905.270219522 6142656.20674907, 573021.4246910614 6142558.605846399, 572888.330891506 6142554.97919697, 572869.328747488 6142525.48966095, 572795.373067419 6142448.86447687, 572701.6267646506 6142439.4223988885, 572701.539435332 6142362.26297279, 572414.325323064 6142250.81545269, 572255.125322916 6142232.15641267, 572065.85223474 6142019.40095648, 572009.4179802557 6141964.372162893, 572054.7335976232 6141954.698042332, 572371.9429191956 6141892.325422923, 572681.2601950469 6141840.899834674, 572779.019729143 6141804.749173628, 572980.751851592 6141706.47753218, 573249.849899843 6141601.53545209, 573288.849771879 6141581.39410807, 573469.718508047 6141461.72943596, 573475.453548053 6141482.64085997, 573487.8366819284 6141485.479836916, 573482.2627304288 6141669.588777144, 573471.2418657467 6141789.353186396, 573444.8018824831 6142080.891600954, 573461.991455287 6142414.526759964, 573497.662003203 6142466.85397219, 573813.6950524728 6142379.459294424, 573962.6800887808 6142623.722443106, 574037.0757777713 6142714.376792605, 574118.8617669928 6142874.007277593, 574201.1404428962 6142913.422212158, 574224.5954142265 6142914.612843628, 574299.2423873806 6143137.8316843035, 574448.8573217903 6143283.0372832185, 574267.145955371 6143467.34922235, 574167.8199111536 6143596.910200206))"
2238;"F_DU_RM_CL_103      ";"F ";"POLYGON ((579540.4802646271 6140643.965687524, 579509.0423290248 6140676.440865813, 579678.322581485 6140870.569595699, 579521.3195076513 6141009.316848687, 579613.6130048565 6141058.486206228, 579695.143474575 6141392.740833125, 579794.2821428033 6141384.104795824, 580173.6711880787 6141534.895671931, 580310.9234026051 6141548.725958767, 580160.7845249429 6141827.283936701, 579190.1172838722 6142298.658585971, 579170.7804834734 6141940.927778595, 578900.2546321041 6142104.192964548, 578785.6326875046 6141742.158464386, 578966.2045723856 6141563.650258189, 579045.2900839959 6141506.532944248, 579146.3437932756 6141486.761566346, 579128.163743744 6141386.397696254, 579035.0743587672 6140872.493104054, 579311.8979512093 6140636.792020302, 579450.2790011114 6140641.69407765, 579540.4802646271 6140643.965687524))"
2129;"G_DU_RM_CL_112      ";"G ";"POLYGON ((567618.7909910538 6150333.643203832, 567773.3564684786 6150254.563192126, 567978.3811613062 6150132.087339376, 569344.2933309468 6148693.982649468, 569404.422242869 6148672.508038067, 569468.6282186946 6148695.275435439, 569563.3343672351 6148711.162338589, 569580.5140563557 6148629.558815266, 569630.1211269055 6148542.09466221, 569632.0531237177 6148500.71114686, 569709.3617247606 6148479.23653546, 569692.1820356399 6148414.812701258, 569692.1820356399 6148367.568556176, 569717.9515693209 6148268.785343732, 569779.0964319396 6148069.768353879, 569859.6840045663 6148127.052908487, 569928.4027610489 6148045.449385163, 569989.4294002386 6148026.758829724, 570075.4957346568 6148379.927581303, 569886.4623443179 6148423.3937801, 569936.1666903473 6148630.1286706645, 569888.984759185 6148640.652834132, 569902.6332273679 6148681.0978826275, 570065.2267005021 6148790.005035335, 570095.9047299752 6148934.498297158, 569734.198201619 6149014.048505005, 569726.5414138812 6149123.474877484, 569809.5803458468 6149269.341950313, 569980.594535659 6149662.245911104, 569893.0115742875 6149706.714207997, 569713.6566470407 6149797.77767547, 569640.642968278 6149797.77767547, 569563.3343672351 6149776.30306407, 569468.8460770715 6149707.584307587, 569382.9476314682 6149690.404618466, 569314.2288749856 6149707.584307587, 568814.7102640233 6150294.029677348, 569033.0269121542 6150500.95589166, 568515.3733308754 6150618.107830982, 568138.9735886623 6150481.3847824745, 568085.8811028592 6150347.527727331, 567510.3615173174 6150630.992597822, 567618.7909910538 6150333.643203832))"
2153;"C_DU_RM_CL_108      ";"C ";"POLYGON ((573682.3495316762 6140897.753733803, 573704.2389737724 6140688.52580468, 573736.6270768732 6140229.376813661, 573632.7946286969 6140204.609440701, 573471.8067044602 6140041.7163339285, 573566.2210387808 6139721.095579873, 573673.1448798976 6139518.729560017, 573675.2165601882 6139522.872920598, 573963.3696432058 6139678.994274913, 574242.364109535 6139830.646931047, 574235.4846253069 6139901.356500609, 574271.2068898915 6140099.289270516, 574327.7473501738 6140076.007904517, 574344.3768973156 6140236.126686997, 574284.5105276051 6140213.795580834, 574256.8982847361 6140371.817827556, 574421.114439344 6140364.943662945, 574464.4467874999 6140460.119977082, 574569.5204546346 6140614.79749867, 574666.2807434634 6140757.157512221, 574740.805773231 6140977.1204755, 573682.3495316762 6140897.753733803))"
2239;"F_DU_RM_CL_108      ";"F ";"POLYGON ((578680.518423047 6144867.976255665, 578627.949884065 6144820.168636788, 578706.7212890737 6144650.300025792, 578909.8383444952 6144165.88582843, 578985.3278444135 6143977.389965688, 579057.9627005542 6143716.423303981, 579062.6387350665 6143691.445603094, 579085.4027207779 6143640.236199712, 579224.5040492767 6143377.114761723, 579242.6627633119 6143243.777918665, 579826.624547296 6143443.219175601, 579903.5915809638 6143698.447718854, 579927.3727666961 6143723.680435014, 579975.7559899318 6143884.002293505, 580990.1698083335 6143501.685971874, 581012.8779715408 6143581.011179317, 581199.4057479168 6143516.283828124, 581214.0036041668 6143574.675253124, 581268.6564292362 6143555.070159266, 581467.8834632221 6144082.191686688, 581111.8186104168 6144212.114976041, 580993.1627963025 6143894.897521926, 580476.4176769017 6144083.2293274915, 580419.3474327911 6144108.132706739, 580289.123512139 6144123.178498369, 580055.6543316867 6144167.797052855, 580019.074772043 6144139.751134164, 579608.4311460205 6144349.903013608, 578680.518423047 6144867.976255665))"
2130;"G_DU_RM_CL_114      ";"G ";"POLYGON ((572067.3418485833 6152847.628200933, 571526.035633765 6153274.3488665065, 571435.9312701175 6153229.466692917, 571398.5294587922 6153224.706462384, 571368.2679932653 6153196.145079191, 571392.7491788601 6153146.162658601, 571370.988124998 6153097.5403038785, 571304.6849140121 6153054.6982290875, 571282.2438272169 6152997.915479166, 571279.7743374453 6152926.991477783, 571255.7225428225 6152880.949814659, 571274.1484719497 6152825.725898864, 571283.2638766167 6152753.783656154, 571239.0617359595 6152696.3208733, 571071.4336179284 6152680.680115836, 571006.4904728088 6152636.477975179, 570911.625878629 6152619.817168315, 570835.8022065784 6152551.133842063, 570829.7050978043 6152510.677431114, 570798.7404117197 6152477.6902852785, 570774.9392590581 6152454.229149084, 570696.0554388082 6152450.148951485, 570647.4330840852 6152432.128078756, 570785.1397530559 6151788.476907496, 570776.6393413909 6151775.216265299, 570839.5423877109 6151460.021000766, 570953.4479040201 6151036.020466924, 570986.7695177463 6150803.449203775, 570989.8296659456 6150609.979834284, 570971.4687767494 6150619.840311815, 570967.728595617 6150573.258055892, 570958.641760434 6150367.574000976, 570977.5890731483 6150357.347599603, 570957.1880851527 6149966.328663019, 570132.0977763609 6150479.739987228, 570006.5020445546 6150275.063614685, 570145.9087958583 6150221.681029431, 569893.0115742875 6149706.714207997, 569980.594535659 6149662.245911104, 570920.4663067603 6149188.030970988, 570919.7189457325 6149033.892554877, 571267.2831026867 6148861.27514659, 571276.1235308183 6148794.971935605, 571379.488536663 6148749.069712615, 571673.2627638006 6148545.739865592, 571780.4763665458 6148696.3406251455, 571239.7417688925 6148971.780498233, 571209.4803033656 6149394.42096621, 571232.2614066275 6149395.781032076, 571208.8002704326 6149637.192723357, 570975.2089578822 6149762.318783063, 570985.0694354133 6150009.510754277, 570997.6500446774 6150002.030392013, 571006.8304892755 6150141.097126849, 570992.8898141452 6150149.937554981, 571004.4503740092 6150345.107006806, 571017.7110162063 6150395.769460329, 571069.5243982658 6150596.1525157485, 571198.5997764347 6150864.312151293, 571101.3550669886 6150921.094901214, 571056.1328769316 6151543.665051547, 571076.8738813938 6151555.225611411, 571444.771698249 6151331.834792859, 571466.1927356445 6151336.255006926, 571379.1485201963 6151784.056693429, 571542.016407695 6152244.779005663, 571730.3855301883 6152507.271717873, 572067.3418485833 6152847.628200933))"
2240;"F_DU_RM_CL_109      ";"F ";"POLYGON ((577948.4861774561 6144742.557480646, 578627.949884065 6144820.168636788, 578680.518423047 6144867.976255665, 579608.4311460205 6144349.903013608, 579613.1005296297 6144378.438135663, 579617.2510928378 6144432.914277769, 579606.3558644167 6144494.653905489, 579583.9096562502 6144567.329478124, 579602.9601202804 6144611.652826958, 579674.2379676456 6144790.096668613, 579782.4008549062 6144981.5001188805, 579829.7532709879 6145042.8090365445, 579881.5917054353 6145109.600865544, 579961.3431430468 6145183.869391819, 579997.2312899719 6145234.710933297, 580020.1598282851 6145381.254199907, 580153.1925670757 6145399.9955052445, 580138.6281937502 6145438.33490104, 580014.9857873361 6145714.152747591, 579875.8667812501 6145652.436792707, 578545.0387649533 6145476.322595866, 578445.0495275833 6145458.833984007, 577948.4861774561 6144742.557480646))"
2086;"G_DU_RM_CL_115      ";"G ";"POLYGON ((571980.9776660686 6146955.482851336, 572031.552159639 6147038.706946396, 572044.9007617884 6147051.367494915, 572210.5112449507 6147346.84864299, 572268.9716132741 6147540.991206808, 572338.3349724594 6147837.825582143, 572317.1451952523 6148091.707740672, 571673.2627638006 6148545.739865592, 571379.488536663 6148749.069712615, 571276.1235308183 6148794.971935605, 571267.2831026867 6148861.27514659, 570919.7189457325 6149033.892554877, 570713.2367936596 6148722.447549142, 570904.0663017149 6148584.955355038, 571001.8233701157 6148560.919157098, 571016.202032238 6148544.42299329, 571091.8989846578 6148346.661692168, 571180.281436769 6148116.84387199, 571272.0279067538 6147476.008137916, 571916.687305585 6146991.882149768, 571980.9776660686 6146955.482851336))"
2106;"G_DU_RM_CL_108      ";"G ";"POLYGON ((569883.3090961509 6146831.163934965, 569798.0312171135 6146785.930620097, 569457.3406975474 6146456.6726683015, 568908.5774445552 6146138.847284278, 568894.8583632304 6146049.673255667, 569087.955785302 6145958.1340490235, 569299.1446921614 6145858.018445311, 569437.6326714971 6145832.051949185, 570041.894675083 6145771.463458226, 570163.873385775 6145736.420898751, 571168.7324131937 6145014.648289903, 571219.9520540895 6145316.454379706, 571272.8197141929 6145566.020834017, 571322.5775119374 6145806.257701252, 569894.376349608 6146835.590836348, 569883.3090961509 6146831.163934965, 569883.3090961509 6146831.163934965))"
2128;"G_DU_RM_CL_113      ";"G ";"POLYGON ((571272.0279067538 6147476.008137916, 571180.281436769 6148116.84387199, 571016.202032238 6148544.42299329, 571001.8233701157 6148560.919157098, 570904.0663017149 6148584.955355038, 570713.2367936596 6148722.447549142, 570919.7189457325 6149033.892554877, 570920.4663067603 6149188.030970988, 569980.594535659 6149662.245911104, 569809.5803458468 6149269.341950313, 570057.2377519191 6149096.248064349, 570126.475306305 6149069.618235739, 570065.2267005021 6148790.005035335, 569902.6332273679 6148681.0978826275, 569889.4698316766 6148640.877995119, 569936.1666903473 6148630.1286706645, 569886.4623443179 6148423.3937801, 570075.4957346568 6148379.927581303, 570419.4034210142 6148310.668120356, 570326.0472100934 6147932.056820511, 570323.5360380184 6147921.872622651, 570772.8844211663 6147810.437559045, 570805.5359358581 6147823.342256794, 571272.0279067538 6147476.008137916))"
2149;"C_DU_RM_CL_104      ";"C ";"POLYGON ((576410.240334786 6139255.7117699, 576474.890158846 6139356.14812199, 576569.358542934 6139446.05922608, 576920.3231348159 6139793.3596104, 577201.147791523 6140018.03522661, 577467.468119191 6140230.863798831, 577561.4560677239 6140304.419584638, 577036.209613049 6140799.76512611, 576835.7774373088 6140597.790910821, 576513.6725598794 6140146.623028699, 576439.1876751437 6140201.364931938, 576409.1023019473 6140160.289242499, 576153.8118516989 6140146.623028699, 576234.2093526146 6139059.855312726, 576321.951950704 6139065.00552972, 576410.240334786 6139255.7117699))"
2151;"C_DU_RM_CL_106      ";"C ";"POLYGON ((575526.2645032495 6140603.581674492, 575138.2372630079 6140587.167554139, 574977.1549080078 6140356.802465806, 574736.3974096745 6139786.951984139, 575093.3955745145 6139615.7614881275, 575120.0280814997 6139677.221119632, 575335.1367917656 6139697.707663466, 575299.4791978638 6139980.602502481, 575925.8701562429 6140028.165139722, 575915.1724607724 6140134.731330906, 576153.8118516989 6140146.623028699, 576110.419379318 6140626.745122141, 575526.2645032495 6140603.581674492))"
2186;"C_DU_RM_CL_111      ";"C ";"POLYGON ((575524.7605916704 6141163.746534194, 575271.348141234 6141474.797190843, 575405.4433793293 6141620.365818294, 575204.606797663 6141765.13615624, 575034.394701505 6141850.41398032, 574973.079213448 6141857.00476432, 574856.5024030663 6141826.087694231, 574643.511149141 6141906.60876437, 574375.114380891 6142062.50041252, 574306.1147529355 6142107.41503919, 574193.5870490868 6141755.327823408, 574297.3751081986 6141706.665014744, 574330.8824340984 6141690.975351112, 574352.0418846798 6141363.961435984, 574394.525708909 6140949.52156348, 574740.805773231 6140977.1204755, 575514.1393413104 6141041.874200879, 575485.3208157601 6141108.530847919, 575524.7605916704 6141163.746534194))"
2188;"C_DU_RM_CL_113      ";"C ";"POLYGON ((574633.770600734 6143097.41894494, 574531.1956999851 6143202.325342122, 574448.8573217903 6143283.0372832185, 574299.2423873806 6143137.8316843035, 574224.5954142265 6142914.612843628, 574201.1404428962 6142913.422212158, 574118.8617669928 6142874.007277593, 574037.0757777713 6142714.376792605, 573962.6800887808 6142623.722443106, 573813.6950524728 6142379.459294424, 574038.369452577 6142281.47145272, 574306.1147529355 6142107.41503919, 574377.897484893 6142060.77737251, 574645.0923319564 6141905.064576682, 574856.5024030663 6141826.087694231, 574973.079213448 6141857.00476432, 575034.394701505 6141850.41398032, 575314.3152370381 6142422.092887682, 574801.6033447918 6142934.645920833, 574633.770600734 6143097.41894494))"
2206;"B_DU_RM_CL_101      ";"B ";"POLYGON ((573520.2085246423 6138688.356035968, 573527.8088542433 6138587.018307955, 573579.1110790502 6137914.389138265, 573906.5586126944 6137940.990291868, 573912.8922206952 6137873.854047059, 573897.75648075 6137827.79997199, 573930.988122967 6137828.80954205, 574198.581266524 6137846.97782045, 574245.717531835 6137856.47547522, 574282.766129425 6137908.04501963, 574766.974300916 6138204.20779967, 574794.5304544136 6138231.702899106, 574737.826350748 6138316.680941908, 574642.9139870254 6138508.972307398, 574535.7484172457 6138710.679103383, 574360.9427363917 6138681.770722596, 574327.089228846 6138599.11426529, 574295.839916817 6138584.53906528, 574156.736128728 6138635.787089561, 574147.8690775267 6138671.888655166, 574173.2035095302 6138743.458425576, 573520.2085246423 6138688.356035968))"
2228;"F_DU_RM_CL_112      ";"F ";"POLYGON ((579293.0439158215 6146507.013107173, 579296.8184833333 6146538.040071872, 579690.5428417424 6146589.510759434, 579678.6524494381 6146760.523132159, 579588.7756083334 6146893.254573955, 579530.439468116 6147100.86575683, 579452.4633625476 6147079.15471543, 579289.0536983619 6147037.007894889, 579266.91869987 6147211.04687693, 579104.392235719 6147179.1590049, 579430.8278846712 6147650.52801753, 579639.573327434 6147952.8675842695, 579808.786732375 6147664.69065335, 580221.407276759 6147907.73602958, 580047.772204597 6148217.16630187, 579831.2121110461 6148351.298310652, 578966.1993314603 6148237.30509784, 578726.0078789763 6146896.7020286145, 578638.6980114186 6146423.300421447, 579293.0439158215 6146507.013107173))"
2229;"F_DU_RM_CL_111      ";"F ";"POLYGON ((578445.0495275833 6145458.833984007, 579875.8667812501 6145652.436792707, 580014.9857873361 6145714.152747591, 579910.9290939053 6145943.024672907, 579885.5948703602 6146069.660904079, 580110.4301435018 6146168.872693519, 579863.6677359983 6146486.487673475, 579792.730423696 6146460.576734327, 579746.1275439052 6146595.201422906, 579690.5428417424 6146589.510759434, 579296.8184833335 6146538.040071873, 579293.0439158215 6146507.013107173, 578638.6980114186 6146423.300421447, 578584.1980480297 6146123.401234661, 578564.8085000986 6145960.681106927, 578551.0357571045 6145790.656818756, 578551.0357571045 6145607.66168351, 578445.0495275833 6145458.833984007))"
2231;"F_DU_RM_CL_104      ";"F ";"POLYGON ((579062.6387350665 6143691.445603094, 578932.9565761897 6143636.832643149, 578843.8480397403 6143599.306425403, 578381.0315720517 6142971.321757849, 578214.361556104 6142881.813979588, 578225.5200698795 6142666.372142627, 578267.2532149235 6142331.140170363, 578280.7968050966 6142310.568978953, 578298.9631079918 6142250.932793779, 578520.1970856548 6142009.781309891, 578581.761113169 6141943.700077872, 578785.6326875046 6141742.158464386, 578900.2546321041 6142104.192964548, 579170.7804834734 6141940.927778595, 579190.1172838722 6142298.658585971, 579193.1395363283 6142388.913571778, 579235.3992776978 6142466.584957959, 579381.1878103801 6142664.774351144, 579317.8917214576 6142706.798803626, 579224.5040492767 6143377.114761723, 579085.4027207779 6143640.236199712, 579062.6387350665 6143691.445603094))"
2107;"G_DU_RM_CL_109      ";"G ";"POLYGON ((571326.1542959545 6146589.408086176, 570336.8509523234 6147344.005341817, 569934.0752915828 6146807.850189366, 571322.497634506 6145806.505638284, 571351.1089615498 6145960.037235535, 571341.5439873291 6146160.901694172, 571326.1542959545 6146589.408086176))"
2150;"C_DU_RM_CL_105      ";"C ";"POLYGON ((577036.226786051 6140799.75721912, 576812.0676165991 6141011.671091773, 576691.6578882991 6141126.442906373, 576546.7517603082 6141274.996574311, 576160.8982470903 6141107.576549498, 576114.0202251734 6141075.621535883, 575700.9959096423 6141052.747320157, 575514.1393413104 6141041.874200879, 575526.2645032495 6140603.581674492, 576110.419379318 6140626.745122141, 576153.8118516989 6140146.623028699, 576409.1023019473 6140160.289242499, 576439.1876751437 6140201.364931938, 576513.6725598794 6140146.623028699, 576835.7774373088 6140597.790910821, 577036.226786051 6140799.75721912))"
